index_batch,radar_mask_len,radar_OI,box_present,cls_labels_len
680,3951,13,1,22
680,6564,17,1,981
680,5025,19,1,879
680,7872,21,1,981
680,6915,23,1,615
680,6665,25,1,8
681,3378,8,1,535
681,5340,9,1,1114
681,4449,10,1,901
681,4337,12,1,121
681,6280,16,1,1218
681,5845,18,1,1218
681,8282,20,1,1218
681,7647,22,1,920
682,4836,13,1,422
682,5555,14,1,377
682,6358,15,1,1147
682,5443,17,1,1072
682,4714,19,1,115
682,4557,21,1,13
682,8324,23,1,1147
682,7560,25,1,815
683,6245,11,1,1471
683,4585,13,1,1101
683,4274,15,1,65
683,8446,19,1,1471
683,7534,21,1,1142
684,6027,16,1,1142
684,3632,17,1,71
684,5819,18,1,880
685,4470,9,1,959
685,4722,10,1,8
685,7635,15,1,1171
686,7246,12,1,561
687,5941,5,1,662
688,6113,4,1,423
689,6305,5,1,293
690,7125,13,1,102
690,7650,15,1,1
691,6849,4,1,145
691,5516,10,1,2
692,6714,5,1,54
692,4695,9,1,64
692,8880,10,1,410
692,289,11,1,12
693,6593,4,1,12
693,6927,5,1,916
693,6427,7,1,87
693,4414,9,1,120
693,7508,10,1,116
693,2776,11,1,65
693,9131,12,1,916
693,621,13,1,86
694,9263,17,1,55
694,915,19,1,4
701,9204,4,1,1098
702,8775,3,1,908
703,8458,3,1,913
703,652,10,1,3
704,7866,2,1,534
704,8835,3,1,534
705,8494,2,1,604
705,9260,3,1,604
705,8582,4,1,604
706,8623,3,1,589
706,68,9,1,17
707,7729,2,1,886
707,55,11,1,43
707,2,12,1,2
708,8302,1,1,780
708,168,7,1,82
709,8020,4,1,1474
709,8259,5,1,1474
709,429,10,1,245
709,93,11,1,74
709,188,12,1,188
710,7915,3,1,893
710,7156,4,2,1633
710,26,12,1,26
711,7126,3,1,1376
711,7268,4,1,1376
711,74,8,1,74
714,8480,5,1,1443
714,5428,6,1,808
715,5974,6,1,698
716,8275,4,1,1388
716,6184,5,1,687
717,6344,3,1,749
717,6493,4,1,729
718,7035,7,1,633
718,8018,8,1,1417
718,6816,9,1,492
720,7206,5,1,664
720,6999,6,1,617
721,8662,4,1,1806
721,7794,5,1,867
721,7504,6,1,668
722,8383,4,1,1691
722,7613,5,1,582
722,7333,6,1,683
723,7749,5,1,942
723,7475,6,1,525
724,7920,5,1,489
724,7656,6,1,464
725,8421,5,1,1919
725,7725,6,1,562
725,7365,7,1,328
728,9078,4,1,1234
729,5911,6,2,111
729,7972,8,1,1631
730,6000,4,2,202
730,8484,6,1,1837
731,6950,6,2,473
731,6944,12,1,1666
732,6927,6,2,322
732,9559,10,1,162
732,9236,11,1,58
732,7748,13,1,2437
733,6544,5,2,258
733,9754,6,1,305
733,6993,9,1,2398
735,7524,6,1,724
736,8303,5,1,519
737,8472,5,1,595
738,9070,5,1,1016
738,8384,6,1,642
739,8600,3,1,610
741,8428,4,1,595
743,9707,3,1,1009
743,8449,4,1,495
744,9154,3,1,826
745,10376,3,1,1053
746,10832,2,1,1209
747,10822,4,1,951
747,9924,5,1,591
748,10858,2,1,1318
749,11523,3,1,782
749,10353,6,1,426
750,12421,2,1,1236
750,10828,5,1,775
751,12495,2,1,1062
751,11805,6,1,1062
751,10665,7,1,579
752,11905,2,1,1204
752,10788,5,1,649
753,11484,3,1,810
753,11563,8,1,810
754,11675,2,1,1158
754,12059,6,1,1158
754,11525,7,1,596
755,11437,2,1,1000
755,11281,7,1,1000
756,11387,6,1,1200
756,12651,7,1,1200
756,11679,8,1,727
758,11071,4,1,1149
758,12303,5,1,813
759,10994,6,1,864
759,11441,7,1,864
759,13026,8,1,734
759,11543,9,1,375
760,11461,6,1,1074
760,13483,7,1,1074
760,13573,8,1,803
761,10808,8,1,971
761,12497,9,1,971
761,12937,10,1,721
762,8808,5,1,1166
762,10480,6,1,886
769,2747,5,2,38
780,3408,8,2,106
782,3058,7,2,12
784,3133,8,2,15
786,2890,7,2,34
787,5720,8,2,21
788,3240,7,2,67
788,5913,8,2,68
790,3007,6,2,135
790,5947,7,2,123
790,5573,8,2,91
791,3580,6,2,184
791,5866,7,2,227
791,5565,8,2,104
792,3419,6,2,183
792,5825,7,2,247
792,5540,8,2,120
793,5776,9,2,123
794,5981,7,2,178
794,5573,8,2,129
795,6268,8,2,176
795,5919,9,2,204
796,3501,7,2,293
796,6615,8,2,298
796,6177,9,2,258
797,5893,9,2,236
798,3742,6,2,355
798,5831,8,2,320
799,3117,7,2,15
799,6074,10,2,425
800,3886,7,2,461
802,3710,6,2,378
802,5870,10,2,32
803,2888,8,2,6
804,7663,5,1,363
804,2869,7,2,4
805,7892,5,1,299
805,2970,7,2,4
806,3354,7,2,5
807,3086,7,2,13
808,3965,6,2,482
808,6489,9,2,86
809,3718,7,2,535
810,3301,6,2,40
810,3255,9,2,31
811,3624,7,2,527
812,4152,8,2,531
813,4099,6,2,499
815,7237,4,1,86
815,3626,8,2,46
816,6979,4,1,85
816,3166,6,2,53
817,7174,4,1,68
817,4207,6,2,529
818,7745,4,1,233
818,3212,9,2,305
820,7347,4,1,23
821,7268,6,1,24
822,3457,6,2,248
823,4532,7,2,644
825,9054,6,1,356
825,2061,10,2,1
826,9140,6,1,364
826,2218,10,2,5
828,9171,6,1,247
828,3525,10,2,365
829,9248,5,1,231
829,2238,9,2,4
832,12718,5,1,934
832,9515,6,2,44
832,4297,7,2,626
832,9546,8,2,741
832,10274,9,2,987
833,12718,5,1,575
833,4297,7,2,649
833,9546,8,2,740
833,10274,9,2,971
834,4463,5,2,737
834,9447,6,2,731
834,10893,7,2,1013
835,4935,5,2,824
835,9639,6,2,740
835,10519,7,2,1016
836,4417,5,2,857
836,9689,6,2,765
836,10606,7,2,1066
836,7859,8,2,942
837,4560,6,2,895
837,9544,7,2,728
837,10548,8,2,1051
837,10291,10,1,1406
838,4688,6,2,916
838,9601,7,2,719
838,10573,8,2,1072
839,4635,6,2,898
839,9691,7,2,717
839,10646,8,2,1071
841,6883,4,1,1564
841,4548,6,2,908
841,9632,7,2,801
841,10604,8,2,1122
841,9462,11,1,1564
842,7133,5,1,1572
842,4874,7,2,904
842,9684,8,2,892
842,10468,9,2,1123
842,9901,11,1,1572
843,7309,4,1,1630
843,4759,6,2,794
843,9675,7,2,887
843,10486,8,2,1028
844,7169,5,1,1578
844,4742,7,2,824
844,9665,8,2,958
844,10393,9,2,1085
844,9933,12,1,1578
845,6999,6,1,1571
845,4796,8,2,835
845,9711,9,2,1012
845,10384,10,2,1110
846,4817,7,2,870
846,9720,8,2,1085
846,10302,9,2,1107
849,6946,6,1,1500
849,5096,8,2,786
849,9717,9,2,931
849,9272,10,2,690
850,6562,4,1,1531
850,5201,6,2,788
850,9462,7,2,949
850,9236,8,2,831
850,9948,9,2,563
852,5095,7,2,719
852,9268,8,2,832
852,9391,9,2,496
853,5162,6,2,699
853,9038,7,2,766
853,9242,8,2,455
854,4956,8,2,692
854,8688,9,2,711
854,9146,10,2,338
855,8707,6,2,649
855,8815,7,2,366
856,8306,6,2,543
856,8428,7,2,256
857,8461,6,2,497
857,8503,7,2,221
858,8317,7,2,184
859,7900,7,2,136
860,7547,7,2,26
864,6701,7,1,21
865,6942,6,2,6
866,7089,5,2,7
867,6951,7,2,8
869,4312,5,2,97
869,7207,7,1,24
870,4094,7,2,71
870,8415,8,1,18
871,3978,6,2,54
871,7798,7,1,24
872,3824,6,2,37
872,7264,7,1,54
873,3980,6,2,31
874,3817,7,2,24
876,7624,8,1,30
877,7179,7,1,37
878,14248,5,2,13
878,7257,8,1,25
879,7345,6,1,30
881,7510,6,1,26
883,7159,5,1,61
884,6975,6,1,64
884,11381,9,2,1242
886,6815,5,1,298
886,7290,6,1,14
886,11359,8,2,1269
888,6947,5,1,757
888,12316,8,2,1242
889,6953,6,1,959
889,6931,7,1,615
891,6631,5,1,1034
891,7164,6,1,642
891,12515,9,2,1242
892,7800,5,1,1108
892,6891,6,1,1108
892,6856,7,1,989
892,12241,9,2,1337
893,7581,6,1,1085
893,6899,7,1,1085
893,6928,8,1,1027
893,12581,10,2,1259
895,7814,6,1,1136
895,7113,8,1,1136
895,7157,9,1,1136
895,12824,11,2,1146
896,8026,6,1,1038
896,7339,8,1,1038
896,7392,9,1,1038
898,11435,2,2,48
898,8383,4,1,771
898,7846,6,1,868
898,8456,7,1,868
898,14981,10,2,1026
899,10930,3,2,131
899,8478,5,1,797
899,7694,7,1,890
899,7692,8,1,890
900,11299,3,2,217
900,8520,5,1,864
900,7833,7,1,968
900,7853,8,1,968
900,7924,9,1,235
901,11301,2,2,321
901,8808,4,1,879
901,8210,6,1,998
901,8262,7,1,998
901,14265,9,2,1045
901,14453,10,2,1045
902,11286,3,2,405
902,8900,5,1,735
902,8253,7,1,856
902,8336,8,1,856
902,13952,11,2,959
903,11045,2,2,469
903,13760,4,2,869
903,8873,5,1,689
903,8309,7,1,892
903,8372,8,1,892
903,14815,10,2,928
904,11526,2,2,440
904,8934,5,1,713
904,8158,7,1,888
904,8299,8,1,888
904,14720,10,2,885
904,14556,11,2,885
905,11365,2,2,537
905,9096,5,1,787
905,8238,7,1,964
905,8281,8,1,964
906,11098,2,2,612
906,11351,4,2,150
906,9009,6,1,758
906,8344,8,1,947
906,8364,9,1,947
906,14177,11,2,813
907,11156,2,2,769
907,9311,5,1,543
907,8203,7,1,790
907,8141,8,1,790
907,13255,10,2,830
909,10817,2,2,819
909,9400,5,1,503
909,8401,7,1,770
909,8424,8,1,770
909,13520,10,2,819
910,10887,3,2,824
910,9472,6,1,494
910,8422,8,1,797
910,8318,9,1,797
910,8455,10,1,797
911,10813,3,2,879
911,9657,5,1,501
911,8627,7,1,785
911,8652,8,1,785
911,8634,9,1,785
911,8495,10,1,785
912,10849,3,2,876
912,9530,5,1,470
912,8786,7,1,756
912,8881,8,1,756
912,8841,9,1,756
913,11349,2,2,868
913,9646,5,1,482
913,3636,6,1,1
913,8453,7,1,772
913,8912,8,1,772
914,11370,2,2,879
914,9684,5,1,444
914,9617,7,1,549
914,8655,8,1,755
914,8734,9,1,755
915,9963,5,1,424
915,3604,6,1,1
915,8788,7,1,745
915,8869,8,1,745
917,9548,6,1,286
917,8515,8,1,654
917,8673,9,1,654
919,10003,7,1,248
919,4173,8,1,24
919,8645,9,1,605
919,8772,10,1,605
919,7619,11,1,3
920,9679,6,1,227
920,3840,7,1,30
920,8635,8,1,624
920,8764,9,1,624
921,9952,6,1,164
921,3844,7,1,69
921,8715,8,1,531
921,8600,9,1,531
922,9682,6,1,127
922,4223,7,1,131
922,8510,8,1,538
922,8566,9,1,538
923,9630,6,1,91
923,3990,7,1,144
923,8558,8,1,545
923,8656,9,1,545
925,9444,7,1,49
925,4065,8,1,144
925,9561,9,1,114
925,9018,10,1,553
925,8947,11,1,553
925,9053,12,1,553
926,11417,2,2,481
926,9272,4,2,911
926,10217,5,1,571
926,8973,7,1,571
926,9093,8,1,571
927,11417,2,1,481
927,9272,4,1,911
927,10217,5,2,821
927,8973,7,2,821
927,9093,8,2,821
928,11328,3,1,419
928,11171,5,1,1125
928,6869,6,1,162
928,9971,7,2,733
928,8795,9,2,733
928,8804,10,2,733
928,11931,12,1,1129
930,10487,4,1,1070
930,7136,5,1,661
930,9212,6,2,564
930,8717,8,2,594
930,8699,9,2,594
931,10991,2,1,3
931,12558,4,1,1232
931,8976,6,2,542
931,8617,8,2,565
931,8623,9,2,565
932,9754,6,2,563
932,8643,8,2,563
932,9052,9,2,563
933,11155,5,1,948
933,8729,7,2,465
933,8499,9,2,503
933,8401,10,2,503
933,8420,11,2,503
933,10294,13,2,503
934,12670,4,1,1209
934,6777,5,1,973
934,9422,6,2,501
934,8442,8,2,501
934,8365,9,2,501
934,10278,11,2,501
935,13032,4,1,1156
935,8416,5,2,489
935,8428,6,2,489
935,11521,8,1,1156
936,11000,5,1,776
936,8110,6,2,513
936,8116,7,2,513
936,10428,9,2,513
937,8255,5,2,480
937,7991,6,2,480
937,9835,8,1,1215
937,11658,9,1,1215
938,5263,5,2,8
938,8260,6,2,353
938,8264,7,2,505
938,8284,8,2,505
938,11178,10,1,1188
938,7572,12,1,808
939,7909,6,2,473
939,7637,7,2,473
939,6222,8,2,28
939,9679,10,2,473
939,10926,11,1,1268
939,7114,13,1,357
940,12952,4,1,810
940,8033,6,2,501
940,7776,7,2,501
941,8567,5,2,502
941,5055,6,2,67
941,7980,7,2,502
941,7696,8,2,502
941,11152,10,1,1280
942,13410,4,1,843
942,5216,7,2,78
942,7855,8,2,510
942,7603,9,2,510
942,9269,11,1,1219
944,5102,5,2,166
944,7656,7,2,482
944,7783,8,2,482
945,7837,6,2,481
945,7712,7,2,481
945,7992,8,2,481
945,8908,9,2,481
946,10629,4,1,432
946,5216,7,2,175
946,7748,8,2,502
946,8413,9,2,502
946,8512,11,1,1176
947,4924,4,1,42
947,7715,6,2,509
947,8763,8,1,1188
947,9802,9,2,509
949,7048,3,1,51
949,7716,4,1,498
949,7898,5,1,498
950,7321,7,1,479
950,7935,8,1,479
951,4532,3,1,48
951,7183,4,1,491
951,7910,5,1,491
952,6260,6,1,525
952,6795,7,1,525
952,6296,8,1,29
952,6240,9,1,3
952,6048,10,1,135
953,6097,4,1,495
953,6587,5,1,495
954,3753,5,1,153
956,7118,4,1,932
956,5293,5,1,911
957,6366,5,1,987
957,6542,6,1,989
957,6920,12,1,989
958,7922,5,1,886
958,6637,6,1,910
960,8254,4,1,1256
960,9160,5,1,1256
960,6279,7,1,8
960,8982,10,1,1256
962,8497,6,1,1219
962,3503,8,2,112
962,7834,10,2,193
963,8215,4,1,1019
963,8295,7,2,376
963,8489,8,2,376
964,8018,5,1,1009
965,8533,5,1,931
966,8004,5,1,637
966,6611,10,2,476
966,6104,11,2,358
967,7842,4,1,669
967,5814,8,2,79
968,8040,6,1,1024
969,9041,6,1,1004
970,8131,5,1,666
970,4382,7,2,236
972,8433,5,1,502
972,9038,6,1,984
972,5520,7,2,498
973,8289,5,1,530
974,8358,5,1,380
974,4174,7,2,210
976,7363,5,1,173
976,5665,7,2,417
977,7481,4,1,166
978,7453,6,1,161
979,8023,6,1,440
980,7888,5,1,145
980,4334,7,2,185
981,8030,5,1,116
981,4311,7,2,196
981,6196,12,2,32
982,8210,4,1,318
982,8799,5,1,497
983,7356,5,1,109
983,8709,6,1,495
984,7741,5,1,60
984,6386,10,2,28
986,8120,6,1,148
986,6326,11,2,73
987,8514,4,1,112
988,9598,5,1,884
988,6430,9,2,9
989,9723,6,1,873
990,9290,6,1,797
991,9541,6,1,857
991,4256,7,2,249
991,7070,10,2,157
992,9571,7,1,814
992,4398,8,2,296
992,6357,11,2,22
993,9433,6,1,780
994,9355,7,1,769
995,9501,6,1,783
996,9690,7,1,766
996,3832,8,2,265
997,9135,4,1,245
998,9971,6,1,595
999,9708,6,1,553
1000,9578,8,1,534
1001,9834,6,1,535
1002,9786,5,1,475
1003,9555,6,1,475
1004,9926,6,1,464
1005,9912,6,1,357
1006,9370,7,1,10
1007,9344,5,1,302
1007,3917,6,1,279
1008,9506,6,1,244
1008,4617,7,1,725
1009,9440,6,1,212
1009,4832,7,1,698
1010,9244,6,1,155
1010,4718,7,1,679
1011,9437,6,1,140
1011,5035,7,1,677
1012,9137,6,1,87
1012,4774,7,1,813
1012,4490,10,2,16
1013,9193,7,1,73
1013,4421,8,1,393
1014,9159,6,1,66
1014,4290,7,1,376
1014,9339,8,1,824
1014,9185,9,1,735
1015,9157,6,1,49
1015,4975,7,1,666
1015,9235,8,1,864
1016,11992,3,1,1034
1017,11992,3,1,1060
1020,12137,3,1,989
1021,11743,1,1,1015
1023,10026,5,1,1034
1026,11326,6,1,1007
1026,10103,7,1,970
1028,10504,8,1,1008
1028,10916,9,1,1008
1033,12838,5,1,1120
1035,10208,8,1,1144
1039,13667,5,1,1252
1041,11063,11,1,1345
1042,9129,7,1,1323
1043,10335,10,1,1328
1043,10692,11,1,1328
1044,9081,6,1,1356
1047,10779,6,1,1446
1049,9090,5,1,1475
1050,7575,6,1,1513
1052,8945,6,1,1404
1054,9083,6,1,1383
1055,7508,5,1,1386
1056,6292,5,1,1338
1059,2178,6,1,450
1059,1663,8,1,225
1059,2325,10,1,567
1059,2167,22,1,616
1059,3348,30,1,1229
1059,2567,34,1,46
1060,2178,6,1,77
1060,1663,8,1,55
1060,2325,10,1,61
1060,2167,22,1,69
1060,3348,30,1,77
1060,2567,34,1,38
1061,4457,4,1,34
1061,4567,6,1,67
1061,3531,9,1,1113
1061,2668,11,1,549
1061,2654,13,1,584
1061,2316,19,1,482
1061,4407,25,1,13
1061,3813,27,1,1154
1061,4686,34,1,120
1062,6237,3,1,443
1062,4747,5,1,511
1062,3886,9,1,747
1062,3902,11,1,740
1062,3935,19,1,811
1062,5815,25,1,146
1062,4021,27,1,494
1062,2638,29,1,1
1062,6695,36,1,671
1063,7178,3,1,523
1063,4379,6,1,613
1063,5462,18,1,640
1063,7353,20,1,640
1063,6149,22,1,636
1063,3096,24,1,115
1063,3986,28,1,292
1063,6621,34,1,136
1063,8077,36,1,640
1063,4231,38,1,527
1063,6312,40,1,640
1064,8140,2,1,1218
1064,6061,4,1,1063
1064,7201,12,1,1417
1064,4066,14,1,521
1064,7531,20,1,49
1064,7305,22,1,1433
1064,9894,30,1,1353
1064,5526,32,1,1337
1064,8531,37,1,605
1065,7798,3,1,1783
1065,7788,5,1,1770
1065,5565,7,1,1549
1065,9667,14,1,1425
1065,3746,16,1,557
1065,9671,26,1,1804
1065,7959,28,1,251
1065,5962,35,1,1448
1065,9118,40,1,215
1066,2461,7,3,213
1066,1184,9,3,103
1066,10080,11,1,1231
1066,5582,17,2,694
1066,2861,19,2,65
1066,1985,21,3,335
1066,687,23,3,103
1066,8212,25,1,7
1066,8186,27,1,58
1066,3364,31,3,259
1066,7984,33,1,1208
1066,8173,39,1,399
1067,9608,5,1,1514
1067,9599,7,1,1419
1067,11599,16,1,1671
1067,11025,18,1,1671
1067,7724,20,1,1251
1067,11289,30,1,1671
1067,10088,36,1,1487
1069,4439,8,3,134
1069,4655,10,3,195
1069,2749,12,3,512
1069,12408,14,1,1671
1069,12466,16,1,1671
1069,6923,18,2,654
1069,4218,20,2,191
1069,1740,24,3,359
1069,2907,30,3,50
1069,1829,32,3,279
1069,9897,34,1,246
1070,4917,6,3,281
1070,5007,8,3,341
1070,3113,10,3,737
1070,4152,14,2,406
1070,2923,16,3,24
1070,1822,18,3,393
1070,12158,20,1,1982
1070,12774,22,1,1982
1070,12923,24,1,1982
1070,7999,26,2,774
1070,3561,28,3,720
1070,4054,33,2,60
1070,586,35,3,18
1070,9746,38,1,375
1071,5192,5,4,423
1071,5107,7,4,485
1071,4248,9,4,1026
1071,6039,15,2,274
1071,2792,17,4,94
1071,7923,23,2,792
1071,3205,25,4,765
1071,1568,27,4,381
1071,1323,34,4,408
1071,10530,37,1,917
1071,5243,44,3,30
1071,12543,45,1,2124
1072,4442,6,4,532
1072,6953,14,2,500
1072,3954,16,4,411
1072,5487,18,4,704
1072,5602,20,4,823
1072,8350,24,2,904
1072,5088,26,4,823
1072,3512,28,4,823
1072,3882,37,4,111
1072,9665,38,1,1220
1072,11851,44,1,1979
1073,4941,4,4,573
1073,5892,10,4,307
1073,5999,12,4,715
1073,2482,14,4,646
1073,9217,16,2,948
1073,7454,18,2,265
1073,2557,20,4,676
1073,3020,22,4,739
1073,10225,34,1,1800
1074,11583,3,1,1316
1074,459,4,5,236
1074,457,6,5,236
1074,3120,8,4,323
1074,5357,14,4,283
1074,6444,16,4,470
1074,4430,18,4,470
1074,7713,22,2,4
1074,2582,24,4,414
1074,9594,28,2,790
1074,11214,34,1,1316
1075,1395,5,5,749
1075,10554,8,1,2134
1075,5346,9,4,359
1075,7137,11,4,775
1075,8919,15,2,15
1075,5393,17,4,419
1075,2454,19,4,600
1075,10532,21,2,1023
1075,1866,25,1,307
1076,7612,4,1,902
1076,853,5,5,547
1076,45,8,5,2
1076,7435,9,4,325
1076,7615,12,4,359
1076,7643,14,4,359
1076,7781,16,4,359
1076,9266,22,4,2
1076,5275,24,4,359
1076,5150,26,4,359
1076,856,31,1,147
1077,762,3,5,472
1077,6500,5,1,1742
1077,8253,7,4,636
1077,8534,9,4,636
1077,8504,13,4,593
1077,11661,19,2,1248
1077,177,23,1,91
1077,5217,24,2,149
1078,730,1,4,398
1078,726,3,4,398
1078,6088,10,2,230
1078,8960,12,3,124
1078,8989,14,3,124
1078,7577,17,2,385
1078,8982,20,3,124
1078,4715,27,3,121
1078,13677,30,2,507
1080,4344,2,4,138
1080,1624,4,4,767
1080,424,6,4,80
1080,5599,10,3,111
1080,9757,13,3,111
1080,8547,15,4,167
1080,10586,17,3,111
1080,3927,20,2,21
1080,10342,23,3,111
1080,3721,25,2,30
1080,3372,28,2,3
1080,1572,29,2,79
1080,9333,30,1,984
1081,1530,1,4,780
1081,6378,8,2,1102
1081,12127,9,3,659
1081,11275,14,3,659
1081,11256,16,3,659
1081,11231,22,3,659
1081,1619,25,2,94
1081,2644,27,2,152
1081,2679,28,2,278
1081,1839,30,2,842
1082,5521,2,3,285
1082,1498,3,3,118
1082,11129,6,1,1240
1082,10569,7,1,1604
1082,3654,8,3,285
1082,12990,11,1,1604
1082,4107,12,1,87
1082,1550,13,3,106
1082,11347,15,2,352
1082,11217,17,2,352
1082,11233,19,2,352
1082,12317,21,1,1604
1083,5125,1,3,642
1083,5197,3,3,642
1083,10198,5,1,1124
1083,9593,6,1,1554
1083,8889,7,1,804
1083,11194,8,1,1554
1083,3862,11,3,642
1083,11821,13,2,905
1083,9629,14,1,413
1083,9635,15,2,905
1083,11287,16,1,465
1083,9089,17,1,1554
1083,11065,19,2,905
1083,11050,21,2,905
1083,12343,23,2,905
1083,12925,25,1,1554
1084,6006,4,3,277
1084,2606,6,3,272
1084,10976,9,1,779
1084,8386,10,1,950
1084,8968,11,2,310
1084,12736,13,2,310
1084,14980,14,1,342
1084,11541,15,2,310
1084,10973,17,2,310
1084,10768,19,2,310
1084,12677,21,2,310
1084,13987,22,1,94
1084,4006,23,1,950
1085,7952,7,2,776
1085,7576,9,2,776
1085,13186,18,1,553
1085,13228,20,1,553
1085,11723,22,1,553
1085,10883,24,1,553
1085,10752,26,1,553
1085,11873,28,1,553
1087,9803,7,2,905
1087,6294,9,2,905
1087,14273,13,1,230
1087,14905,17,1,230
1087,11742,19,1,230
1087,10269,21,2,905
1087,11377,23,1,230
1088,9946,9,2,253
1088,8692,11,2,253
1088,8855,13,2,253
1088,11276,17,1,103
1088,15208,19,1,103
1088,14847,21,1,103
1088,13179,27,1,103
1088,12497,29,1,103
1089,8815,7,2,977
1089,8903,9,2,977
1089,14311,13,1,664
1089,12561,15,1,664
1089,6888,16,1,20
1089,14076,18,1,664
1089,12592,20,1,664
1089,11739,22,1,664
1089,12536,27,2,540
1089,8744,29,1,626
1089,11044,30,1,664
1090,9221,3,1,195
1090,11249,4,1,195
1090,8396,8,2,579
1090,8630,10,2,579
1090,14667,17,1,195
1090,13096,18,1,195
1090,13578,20,1,195
1090,13734,22,1,195
1090,11141,25,1,195
1091,8350,3,1,691
1091,10454,4,1,975
1091,11242,10,2,645
1091,9226,12,2,645
1091,13305,20,1,975
1091,8765,21,1,874
1091,12785,22,1,975
1091,11883,26,1,975
1092,9699,6,1,1059
1092,10114,8,1,1059
1092,11761,16,1,1059
1092,10694,18,1,979
1092,13367,20,1,5
1092,14373,26,1,168
1092,13790,31,1,1059
1093,10450,6,1,1445
1093,12559,16,1,1445
1093,11773,18,1,1445
1093,13902,20,1,1445
1093,13302,22,1,17
1093,12509,24,1,303
1094,11182,13,1,421
1094,11585,15,1,294
1094,14968,19,1,464
1094,13669,21,1,464
1094,6196,26,1,163
1094,15202,27,1,464
1095,13231,11,1,1218
1095,12236,14,1,1026
1095,14041,21,1,1218
1095,15200,24,1,1218
1096,13481,17,1,60
1096,13122,23,1,184
1096,15885,25,1,343
1096,15419,27,1,343
1096,4736,29,1,22
1096,7680,34,1,177
1096,16132,35,1,343
1097,14348,15,1,1205
1097,10531,16,1,11
1097,13174,17,1,941
1097,11896,18,1,40
1097,15675,19,1,1219
1097,15031,22,1,1219
1097,13742,23,1,1219
1097,13868,27,1,1219
1098,8567,4,1,72
1098,12745,5,1,76
1098,15033,21,1,76
1098,15357,23,1,53
1098,14211,25,1,76
1099,9034,2,1,818
1099,9110,3,1,1076
1099,9351,4,1,858
1099,9215,5,1,1076
1099,14675,21,1,511
1099,7183,22,1,327
1099,15986,25,1,1026
1099,5736,26,1,261
1099,5221,27,1,27
1099,15751,28,1,832
1099,12577,29,1,1076
1099,13577,31,1,1076
1100,8175,9,1,103
1100,7267,10,1,114
1100,16051,21,1,114
1100,2848,22,1,2
1100,10361,25,1,114
1101,1316,4,1,227
1101,997,6,1,237
1102,1096,7,2,311
1103,1289,3,2,345
1103,1236,5,2,345
1104,1041,8,2,336
1106,549,7,2,13
1108,1028,3,2,36
1113,2874,2,1,3
1115,3143,17,2,78
1116,1144,4,3,296
1116,1027,6,3,296
1116,956,8,3,296
1117,3742,2,3,177
1117,3489,5,3,731
1117,1332,7,3,119
1117,13685,18,2,75
1118,2349,1,3,700
1118,2220,3,3,608
1118,3847,11,3,295
1119,2365,1,3,298
1119,14870,14,1,2
1121,5433,10,3,375
1121,5426,12,3,363
1122,7578,2,3,890
1122,7780,12,3,867
1122,14372,21,1,18
1123,7426,4,3,123
1123,7510,6,3,65
1124,10148,2,3,347
1124,6828,4,3,104
1124,11412,20,1,6
1127,9389,16,1,130
1127,9095,18,1,34
1127,5270,20,1,10
1127,6426,26,3,126
1130,5058,24,1,251
1130,5533,26,1,181
1131,4458,17,1,7
1132,6773,3,3,273
1132,2800,20,1,288
1132,2447,21,1,413
1132,2182,23,1,229
1132,549,27,2,128
1133,7609,8,1,144
1133,7376,9,1,144
1133,9696,17,1,144
1133,6581,18,1,144
1133,14528,19,1,144
1134,12594,4,1,917
1134,12346,8,1,917
1134,11671,10,1,917
1134,11845,18,1,389
1135,12594,4,1,689
1135,12346,8,1,689
1135,11671,10,1,689
1135,11845,18,1,432
1137,13011,2,1,924
1138,13979,2,1,888
1141,12794,2,1,950
1141,15787,4,1,950
1141,13171,13,1,950
1141,12671,15,1,950
1142,16934,3,1,986
1142,14845,13,1,986
1142,15496,14,1,986
1143,15494,6,1,1232
1144,16309,2,1,1122
1144,9591,4,1,1197
1144,15427,7,1,1192
1145,10905,2,1,537
1145,6469,4,1,24
1145,11835,7,1,1256
1146,14748,14,1,771
1147,3129,3,1,262
1148,2308,4,1,28
1149,3160,1,1,473
1151,4929,3,1,1
1151,2986,7,1,415
1164,5630,5,1,534
1164,5164,11,3,2
1165,4563,15,2,14
1168,6365,5,1,6
1169,6071,10,1,1
1170,7143,15,1,256
1170,7120,17,1,299
1171,7098,5,1,365
1171,7209,16,1,94
1172,7365,4,1,316
1172,7805,21,1,307
1172,7799,23,1,336
1173,10183,4,1,239
1173,7320,8,1,27
1173,8186,19,1,776
1173,7780,21,1,422
1174,8008,3,2,40
1174,8472,5,2,552
1174,10686,12,2,2
1174,8180,16,2,632
1174,8477,18,2,960
1174,8147,20,2,682
1175,8755,12,2,308
1175,8233,14,2,1
1175,8643,15,2,410
1175,9986,17,2,279
1198,3564,3,1,479
1198,4197,5,1,479
1198,3142,7,1,137
1199,3060,5,1,836
1199,4584,7,1,836
1200,3060,5,1,783
1201,3884,3,1,535
1201,4374,5,1,535
1203,5775,5,1,770
1204,4230,4,1,320
1204,7141,13,1,320
1205,5392,11,1,91
1206,7916,12,1,506
1206,6017,19,1,409
1207,9944,3,1,798
1207,4815,9,1,426
1208,8910,6,1,426
1208,9054,8,1,49
1208,2833,13,1,361
1209,7487,7,1,672
1209,7019,8,1,24
