index_batch,radar_mask_len,radar_OI,box_present,cls_labels_len
1210,7111,3,1,26
1211,39,4,1,7
1211,3185,5,1,1104
1211,7288,7,1,976
1219,1715,7,1,56
1220,454,3,1,22
1220,4816,7,1,76
1220,1328,15,1,400
1221,745,4,1,99
1221,4192,6,1,168
1222,713,5,1,47
1222,4179,7,1,82
1224,1265,6,1,150
1225,1840,14,1,540
1225,3033,18,1,832
1226,1894,7,1,259
1226,206,13,1,8
1226,3151,14,1,259
1226,2766,15,1,259
1226,3205,16,1,218
1227,3811,3,1,1150
1227,2055,18,1,669
1227,12014,20,2,666
1228,4313,1,1,243
1228,4804,2,1,243
1228,2238,17,1,243
1228,2544,19,1,243
1228,3428,20,1,243
1230,1316,2,1,108
1230,4016,3,1,113
1230,135,14,1,34
1231,2518,2,1,439
1232,2986,1,2,1
1232,2404,3,2,6
1232,2523,5,2,35
1233,3349,4,4,3
1233,2925,6,4,195
1236,98,25,3,54
1236,8743,26,2,46
1242,9816,21,1,330
1243,982,16,1,20
1243,10871,19,2,594
1244,4851,14,2,64
1245,3449,19,4,869
1246,3656,8,2,1
1246,4881,10,2,26
1246,5894,12,2,148
1246,6773,14,2,99
1246,2127,16,4,1025
1246,9758,19,1,14
1247,5083,5,2,18
1247,3751,6,4,737
1248,10756,6,1,20
1248,2316,21,4,849
1249,10768,2,2,148
1249,4064,15,3,875
1250,9699,3,2,22
1250,13604,7,2,969
1250,3244,16,2,1092
1250,4955,18,2,1079
1251,2590,20,2,1054
1252,8500,15,1,2
1252,4716,18,2,1664
1253,3094,3,1,727
1253,7246,6,4,37
1253,6207,7,4,901
1253,2671,8,4,139
1253,9287,10,3,1294
1253,12644,12,3,1357
1254,3094,3,1,809
1254,7246,6,4,44
1254,6207,7,4,943
1254,2671,8,4,53
1254,12644,12,3,1302
1255,3164,3,1,774
1255,3034,4,1,560
1255,5284,6,4,69
1255,3400,7,4,96
1255,5456,12,4,832
1256,3129,3,1,832
1256,3006,4,1,637
1256,5930,5,1,642
1256,8095,6,1,975
1256,5662,7,4,81
1256,4161,8,4,136
1256,4014,9,4,107
1256,3551,10,4,322
1257,2953,4,1,672
1257,5785,5,1,661
1257,6386,7,4,767
1257,3905,8,4,141
1257,3489,9,4,353
1258,3050,3,1,693
1258,5672,4,1,655
1258,7942,5,1,963
1258,7074,6,4,19
1258,6425,7,4,851
1258,4101,8,4,351
1259,7136,3,1,986
1259,7931,4,1,982
1259,6408,6,4,781
1259,4133,7,4,296
1260,5488,3,1,489
1260,7705,4,1,782
1260,6348,5,4,440
1260,4676,6,4,500
1260,5972,11,4,1292
1261,5540,3,1,547
1261,7850,4,1,874
1261,6164,7,4,316
1261,4442,8,4,363
1262,5488,3,1,748
1262,6060,5,4,164
1262,4404,6,4,195
1262,3297,7,4,23
1262,5607,9,4,974
1263,5297,3,1,705
1263,6023,4,4,163
1263,4844,5,4,769
1263,3343,6,4,18
1264,5087,3,1,733
1264,5909,6,4,151
1264,4388,7,4,184
1264,3760,8,4,307
1264,12584,12,3,1272
1265,6369,3,1,1144
1265,6355,5,4,453
1266,4607,3,1,652
1266,6157,4,4,41
1266,4190,5,4,104
1267,4736,3,1,606
1267,6508,5,4,453
1267,4241,6,4,96
1267,8633,9,3,1004
1268,3112,4,1,1052
1268,4385,5,1,480
1268,6011,8,4,63
1268,3985,9,4,135
1268,9976,13,3,1117
1268,13290,15,3,1117
1269,3048,3,1,889
1269,4296,4,1,369
1269,6910,5,4,205
1269,6052,6,4,80
1269,10026,11,3,973
1270,2993,4,1,731
1270,4476,5,1,219
1270,6496,7,4,499
1270,4404,8,4,129
1270,11078,10,3,983
1270,6798,11,4,1049
1271,2824,3,1,649
1271,4278,4,1,128
1271,6337,7,4,64
1271,4705,8,4,113
1274,6680,6,3,182
1274,5941,8,1,856
1274,10164,9,2,1137
1274,5938,10,1,856
1275,6853,5,3,123
1275,6116,7,1,736
1275,6047,8,1,736
1276,9686,6,2,1113
1276,12744,8,2,1113
1276,5711,9,1,747
1277,5904,7,1,723
1277,10142,8,2,1040
1278,5474,8,1,869
1278,4732,9,1,869
1278,9896,10,2,1050
1278,5982,11,3,945
1279,5012,7,1,984
1279,5331,8,1,984
1279,10379,9,2,943
1279,10777,10,2,943
1279,5717,11,3,942
1280,4633,7,1,1022
1280,9743,8,2,1049
1280,10698,9,2,1049
1280,7093,10,3,914
1280,5106,11,1,1022
1281,4148,8,1,883
1281,4648,9,1,883
1281,9769,10,2,1021
1281,13829,12,2,1021
1282,5181,6,3,12
1282,3956,9,1,788
1282,4582,10,1,788
1282,10129,11,2,1032
1282,5727,12,3,971
1282,4233,13,1,788
1283,5506,9,3,6
1283,3906,11,1,784
1283,9334,12,2,1063
1283,11581,13,2,1063
1283,5827,14,3,993
1283,3462,15,1,784
1284,5305,7,3,1
1284,2832,9,1,735
1284,9679,10,2,937
1284,10762,11,2,937
1284,14236,13,2,937
1286,5223,5,2,6
1286,9194,10,1,913
1287,5140,6,2,1
1287,8772,8,1,974
1287,11111,9,1,974
1288,8762,8,1,1038
1288,11134,9,1,1038
1289,5650,6,2,15
1289,5469,7,2,3
1289,9317,9,1,889
1289,8938,10,1,889
1289,10717,11,1,889
1289,6805,12,2,1158
1290,5734,6,3,18
1290,5579,7,3,4
1291,6422,5,3,252
1291,6334,6,3,174
1291,5487,8,3,2
1291,7016,10,2,924
1291,7400,11,2,924
1292,6596,7,3,171
1292,5558,8,3,4
1292,7706,10,2,993
1293,6929,6,3,769
1293,7166,9,2,1053
1293,6874,10,2,1053
1293,7204,11,2,1053
1293,8404,12,2,1053
1295,7112,6,3,636
1295,6564,11,2,1029
1295,6102,14,2,1029
1297,7091,8,3,210
1297,5636,9,3,1
1297,5994,13,2,1121
1299,7648,7,3,44
1299,7573,8,3,415
1299,5915,11,2,990
1300,7283,6,3,1
1300,7164,7,3,193
1300,5743,10,2,940
1301,7232,7,3,179
1301,5862,10,2,939
1301,6043,11,2,939
1303,7490,5,3,103
1303,5635,9,2,920
1304,7642,6,3,99
1304,5686,9,2,1020
1304,5981,11,2,1020
1305,8543,7,3,9
1305,7917,8,3,49
1305,5947,12,2,994
1306,8576,6,3,11
1306,7675,7,3,76
1307,7846,6,3,9
1307,6048,14,2,968
1308,8548,7,3,12
1308,7483,8,3,33
1308,5868,14,2,888
1310,7393,7,3,4
1310,5607,10,2,769
1310,6454,11,2,769
1311,5921,11,2,948
1312,8537,8,3,19
1312,7389,9,3,3
1312,5492,13,2,906
1313,5565,10,2,910
1314,7355,7,3,3
1314,5878,10,2,958
1315,5480,12,2,932
1315,6193,13,2,932
1316,6384,10,2,1048
1317,6499,12,2,1051
1318,9233,8,3,30
1318,5942,13,2,1012
1318,6439,17,2,1012
1319,6303,11,2,1148
1320,5038,9,2,1108
1320,5806,10,2,1108
1321,9178,6,3,59
1321,4712,10,2,963
1321,5584,11,2,963
1322,4413,11,2,992
1322,5329,12,2,992
1323,5054,11,2,974
1323,4693,12,2,974
1324,4832,10,2,784
1324,4908,11,2,784
1324,3810,14,2,784
1324,5356,15,2,784
1325,8709,7,3,95
1325,3224,12,2,777
1327,10777,6,3,1
1327,2846,11,2,594
1328,1528,9,2,492
1328,1675,11,2,492
1330,1175,2,2,422
1330,10940,6,3,9
1330,1186,11,2,422
1331,8220,6,2,30
1332,7973,6,2,2
1333,11756,5,2,13
1334,11382,7,2,16
1335,10293,6,2,32
1336,8665,5,2,4
1337,8460,6,2,9
1338,9445,8,2,90
1339,9794,8,2,87
1340,8569,5,2,9
1341,9470,5,2,204
1341,12738,6,2,70
1341,11372,7,2,33
1342,9624,5,2,250
1342,12795,6,2,64
1343,9769,4,2,306
1343,12691,5,2,67
1344,9722,5,2,312
1344,12756,6,2,74
1345,9833,5,2,373
1345,12648,6,2,84
1346,10031,6,2,386
1346,12910,7,2,98
1347,4795,3,1,12
1347,4675,4,1,77
1348,4795,3,1,12
1348,4675,4,1,77
1349,4326,2,1,401
1350,5914,2,1,164
1351,5938,1,1,266
1351,5843,2,1,347
1352,6123,1,1,375
1352,6076,2,1,482
1353,6298,1,1,252
1353,6255,2,1,342
1353,3909,7,1,3
1354,6389,2,1,163
1354,6434,3,1,306
1354,6537,10,1,569
1354,3920,14,1,3
1355,6560,2,1,282
1355,6353,3,1,157
1355,6202,11,1,639
1356,6453,3,1,486
1356,6422,11,1,803
1357,6625,2,1,512
1357,6025,10,1,794
1358,6564,3,1,667
1358,6186,8,1,860
1359,6563,2,1,531
1359,6919,3,1,714
1359,5683,8,1,875
1360,6990,1,1,679
1360,7023,2,1,773
1360,5810,7,1,886
1361,6748,1,1,755
1361,6805,2,1,755
1361,6071,6,1,755
1362,6774,2,1,734
1362,6877,3,1,734
1363,6571,1,1,794
1364,6752,1,1,771
1364,6832,2,1,771
1365,6884,2,1,738
1365,6967,3,1,738
1366,6269,2,1,793
1366,7168,3,1,793
1366,7137,4,1,295
1367,6322,1,1,744
1367,7322,2,1,744
1367,8263,4,1,744
1368,6396,3,1,691
1368,6752,4,1,691
1369,6742,1,1,656
1369,8330,2,1,411
1369,6452,3,1,656
1369,8629,9,1,656
1370,5760,3,1,470
1370,6851,4,1,653
1370,8729,10,1,653
1371,6127,3,1,874
1371,7308,4,1,958
1372,6144,1,1,980
1372,7278,2,1,980
1375,5734,1,1,689
1375,6833,2,1,891
1375,10089,3,1,938
1375,9217,5,1,938
1376,4732,1,1,586
1376,6615,2,1,959
1378,5953,2,1,713
1378,10090,4,1,925
1378,5420,5,1,435
1380,4492,2,1,53
1380,4979,3,1,231
1380,10620,4,1,944
1380,10486,10,1,944
1381,4799,2,1,39
1381,5269,3,1,227
1381,11796,4,1,989
1382,5208,2,1,28
1382,6311,3,1,219
1382,11133,4,1,942
1382,11558,7,1,942
1383,3729,1,1,21
1383,4826,2,1,262
1383,9850,3,1,1004
1383,11888,4,1,1004
1385,3198,1,1,10
1385,3994,2,1,134
1385,8663,3,1,1039
1385,11689,4,1,1039
1386,3906,4,1,27
1386,4256,5,1,80
1386,9010,6,1,974
1386,11818,7,1,974
1387,3936,3,1,64
1387,8622,4,1,978
1387,11844,5,1,978
1387,3539,6,1,4
1388,11267,5,1,905
1388,11184,6,1,905
1388,3679,7,1,17
1389,8326,3,1,868
1389,4271,5,1,60
1389,4873,6,1,398
1390,4091,5,1,65
1390,4568,6,1,234
1391,4329,3,1,116
1391,4809,4,1,305
1391,10458,5,1,874
1391,10931,7,1,874
1392,3707,5,1,61
1392,4148,6,1,188
1392,7799,7,1,955
1392,10396,9,1,951
1393,3777,3,1,46
1394,8296,4,1,12
1394,4184,7,1,204
1394,9708,8,1,978
1395,7874,2,1,17
1395,3592,3,1,14
1395,3994,4,1,146
1396,8596,3,1,73
1396,3691,4,1,20
1396,4073,5,1,161
1398,8247,3,1,29
1398,8256,4,1,1002
1398,9535,5,1,1002
1398,9465,6,1,1002
1398,4703,7,1,344
1399,7922,2,1,103
1399,8489,3,1,1036
1399,4759,4,1,223
1400,8643,2,1,1065
1400,9395,3,1,1065
1400,10495,4,1,1065
1400,4057,5,1,10
1400,4566,6,1,251
1402,9004,2,1,539
1402,9483,3,1,1113
1402,3542,4,1,62
1402,3721,5,1,144
1403,9174,2,1,581
1403,9116,3,1,287
1403,10076,5,1,1149
1403,2711,6,1,26
1403,3434,7,1,379
1403,7625,8,1,1149
1404,2834,3,1,106
1404,2917,6,1,117
1406,358,6,1,8
1406,1376,7,1,607
1407,907,7,1,431
1410,370,5,1,357
1411,1,7,1,1
1412,307,6,1,297
1412,76,9,1,76
1413,389,10,1,344
1414,26,7,1,26
1414,971,8,1,636
1414,129,9,1,129
1415,489,6,1,469
1415,711,7,1,611
1416,238,7,1,238
1416,407,8,1,405
1417,478,8,1,428
1418,4634,6,3,536
1418,31,7,1,31
1418,632,8,1,491
1419,59,8,1,59
1419,172,9,1,172
1420,5999,5,2,969
1420,4752,9,2,589
1420,352,10,1,351
1421,6149,8,2,1086
1421,285,9,1,279
1422,610,7,1,542
1423,5510,3,2,1038
1423,3988,7,2,834
1423,172,8,1,172
1424,4826,4,2,825
1424,488,8,1,484
1424,578,9,1,566
1425,4339,5,2,922
1425,574,6,1,551
1426,821,4,1,706
1426,251,5,1,209
1427,251,4,1,244
1429,4638,4,2,1146
1429,4600,5,2,1146
1429,3634,6,1,699
1429,238,8,1,238
1429,298,9,1,298
1429,3334,10,1,699
1430,4691,5,1,1046
1430,6703,6,2,997
1431,6820,6,2,1080
1434,4550,3,1,731
1434,5703,4,2,1155
1436,4929,4,1,619
1436,5651,6,2,1254
1437,2236,12,1,1327
1438,2236,12,1,1101
1443,2485,5,1,1182
1443,2206,21,1,999
1444,2339,13,1,1432
1445,2425,13,1,1298
1445,3032,14,1,1561
1446,2743,5,1,1261
1446,5836,6,1,188
1446,6486,7,1,68
1446,4636,17,1,2542
1447,6079,4,1,481
1447,6702,5,1,303
1447,3853,9,1,1607
1448,2502,5,1,1154
1448,2852,7,1,1360
1448,5899,8,1,590
1448,7260,9,1,939
1449,3087,4,1,1006
1449,6487,5,1,855
1449,7889,6,1,1282
1450,6829,4,1,763
1451,2527,4,1,778
1451,3531,6,1,949
1451,6843,7,1,982
1451,7522,8,1,967
1452,3294,4,1,733
1452,7279,5,1,1333
1452,7879,6,1,1280
1453,3469,4,1,1088
1453,8265,5,1,2212
1453,8925,6,1,2249
1454,3638,5,1,15
1454,3974,6,1,116
1454,8461,7,1,983
1454,9034,8,1,1168
1455,8784,5,1,1829
1455,9717,6,1,2100
1455,9431,7,1,138
1456,4324,4,1,1084
1456,8467,5,1,1877
1456,9441,6,1,2092
1456,9083,7,1,132
1457,4046,5,1,1144
1457,9010,7,1,2406
1457,9798,8,1,2678
1457,8890,9,1,955
1458,8445,5,1,2383
1458,9360,6,1,2813
1458,8761,7,1,1920
1459,7922,5,1,2088
1459,8801,6,1,2534
1459,8501,7,1,2735
1459,3811,10,1,272
1460,7952,4,1,2176
1460,8653,5,1,2622
1460,8385,6,1,2612
1460,4568,9,1,18
1461,3860,4,1,765
1461,7479,6,1,2300
1461,8156,7,1,2604
1461,8495,8,1,2145
1461,3981,11,1,67
1461,4417,13,1,927
1462,7685,4,1,2250
1462,8502,5,1,2550
1462,9150,6,1,2668
1462,4188,9,1,96
1462,4341,11,1,981
1462,550,12,1,48
1463,8486,4,1,3825
1463,2878,7,1,8
1463,4573,9,1,1569
1464,4829,4,1,1984
1464,8310,5,1,3842
1464,9025,6,1,4149
1464,7212,7,1,1092
1465,5033,4,1,2052
1465,8028,5,1,3679
1465,8652,6,1,3868
1465,6274,7,1,1017
1465,1159,11,1,383
1466,5083,4,1,2334
1466,8019,5,1,4138
1466,8630,6,1,4359
1466,6445,7,1,548
1467,7683,4,1,3312
1467,8382,5,1,3543
1467,7064,6,1,871
1468,7228,4,1,2490
1468,8005,5,1,2871
1469,7331,4,1,2690
1469,7716,5,1,2889
1469,8139,6,1,3093
1469,7501,7,1,1545
1470,8313,4,1,3446
1470,8626,5,1,3476
1470,6240,6,1,702
1470,5278,12,1,1835
1471,8185,3,1,3426
1471,8513,4,1,3426
1471,5437,11,1,1846
1471,5569,12,1,2008
1474,8062,4,1,2500
1474,8653,5,1,2500
1475,8149,4,1,2448
1475,8748,5,1,2448
1476,8656,4,1,2234
1476,8888,5,1,2234
1476,9113,6,1,2234
1476,6560,13,1,1323
1477,8498,4,1,2828
1477,9105,5,1,2924
1478,7905,4,1,2265
1478,8184,5,1,2335
1479,8132,4,1,2462
1479,8646,5,1,2349
1480,8003,4,1,2137
1480,8405,5,1,1970
1480,5623,9,1,1124
1481,8189,4,1,1996
1481,8451,5,1,1753
1481,7938,6,1,523
1481,4428,7,1,8
1483,7389,5,1,1407
1483,8256,6,1,1665
1483,7779,7,1,525
1483,4177,8,1,3
1484,7464,5,1,325
1484,8434,6,1,526
1484,8431,7,1,1521
1484,4429,8,1,697
1484,5843,12,1,293
1485,6564,4,1,526
1485,7731,5,1,809
1485,9558,6,1,1624
1485,4201,7,1,548
1485,5059,11,1,556
1486,6498,4,1,327
1486,7697,5,1,655
1486,9522,6,1,1864
1487,5548,4,1,402
1487,6641,5,1,791
1487,10222,6,1,2327
1487,5357,10,1,628
1488,5299,4,1,210
1488,6317,5,1,619
1488,10245,6,1,2312
1488,5768,9,1,844
1489,5366,4,1,18
1489,6426,5,1,251
1489,10064,6,1,2090
1489,6116,8,1,628
1490,9971,6,1,1966
1490,6183,9,1,529
1491,10778,6,1,2157
1492,10620,6,1,1938
1492,5896,7,1,1158
1492,5781,10,1,281
1494,10880,6,1,2134
1494,6734,7,1,1449
1494,4525,9,1,147
1495,11548,6,1,2120
1495,6586,7,1,1406
1496,11188,7,1,1913
1496,6893,8,1,1296
1497,11040,6,1,1506
1497,7059,7,1,1350
1498,10962,5,1,1722
1498,7792,6,1,1081
1499,10583,6,1,1661
1499,8200,7,1,861
1499,4571,12,1,1207
1501,9485,7,1,1278
1501,7860,8,1,654
1502,8010,7,1,387
1502,8080,8,1,599
1502,3454,14,1,1041
1502,4334,15,1,1433
1503,8945,6,1,941
1503,8404,7,1,466
1503,3756,13,1,1360
1504,10318,6,1,1459
1504,8167,7,1,725
1506,8871,6,1,558
1507,3678,5,1,5
1507,10713,6,1,477
1508,3582,5,1,35
1508,4395,6,1,154
1508,10912,7,1,322
1508,5878,12,1,2139
1509,3654,4,1,165
1509,3682,5,1,2
1509,10530,6,1,294
1510,3608,4,1,216
1510,3722,5,1,12
1510,10505,6,1,257
1511,5183,4,1,1042
1511,4864,5,1,625
1511,10605,6,1,244
1512,3978,5,1,398
1512,4115,6,1,110
1512,10628,7,1,202
1513,3818,4,1,640
1513,3753,5,1,232
1513,10983,6,1,303
1514,4033,6,1,836
1514,4006,7,1,375
1514,5903,10,1,2106
1515,5548,4,1,2042
1515,4266,5,1,1071
1515,5156,6,1,1295
1517,5751,4,1,1327
1517,6249,5,1,1411
1517,6810,6,1,1497
1518,5534,6,1,1423
1518,5438,7,1,1133
1519,6207,6,1,1559
1519,6108,9,1,2307
1520,6751,4,1,1436
1520,7255,7,1,2402
1521,7589,5,1,1812
1521,8039,11,1,2228
1522,7112,5,1,1731
1522,8031,6,1,1864
1522,7998,12,1,2190
1524,7088,4,1,1853
1524,7417,5,1,1627
1524,6325,10,1,2282
1525,7433,4,1,1838
1525,8370,5,1,1975
1525,7557,11,1,2151
1526,6575,5,1,2197
1526,6922,6,1,1961
1526,7338,7,1,2009
1526,7344,8,1,1762
1527,8082,5,1,2241
1527,7757,6,1,1895
1528,7300,4,1,2177
1528,7663,5,1,1971
1528,7357,12,1,2335
1529,8497,4,1,2425
1529,9168,5,1,2395
1529,8250,11,1,2425
1530,8823,4,1,2492
1530,8670,5,1,2170
1531,7993,4,1,2232
1531,8920,5,1,2288
1531,7776,10,1,2244
1532,8729,5,1,2341
1532,8048,6,1,2282
1532,8390,7,1,2104
1533,7684,4,1,2254
1533,8114,5,1,2329
1533,8549,6,1,2113
1534,8956,4,1,2302
1534,9813,5,1,2345
1534,6229,8,1,27
1535,8149,4,1,2336
1535,8578,5,1,2293
1535,9516,6,1,2335
1535,6431,9,1,146
1537,8141,4,1,2366
1537,8636,5,1,2234
1537,7511,8,1,2344
1539,7308,4,1,2495
1539,8161,5,1,2495
1539,8740,6,1,2413
1540,8410,4,1,2489
1540,8848,5,1,2401
1540,7947,8,1,556
1542,8560,4,1,2447
1542,9427,5,1,2455
1543,8552,6,1,2482
1543,9469,7,1,2496
1543,10472,10,1,1811
1544,7767,4,1,2470
1544,8718,5,1,2510
1544,9605,6,1,2516
1545,8326,4,1,2484
1545,8200,5,1,2474
1545,8677,6,1,2306
1546,9059,4,1,2498
1546,8949,5,1,2481
1546,9857,6,1,2495
1547,7704,4,1,2495
1547,8510,5,1,2485
1548,8335,4,1,2396
1548,8535,5,1,2383
1548,8942,6,1,2232
1549,8304,4,1,2477
1549,9185,5,1,2478
1550,7616,4,1,2488
1550,8254,5,1,2487
1550,8819,6,1,2358
1550,12815,10,1,2131
1551,8651,5,1,2568
1551,8413,6,1,2567
1551,8873,7,1,2414
1552,8380,4,1,2520
1552,8830,5,1,2364
1554,7745,4,1,2406
1554,8291,5,1,2406
1554,9178,6,1,2406
1555,7488,4,1,2406
1555,8335,5,1,2449
1555,8298,6,1,2449
1555,8784,7,1,2301
1556,8169,5,1,2438
1557,7023,4,1,2518
1557,8178,5,1,2518
1557,8716,6,1,2386
1558,7774,4,1,2468
1558,8296,5,1,2468
1558,9158,6,1,2468
1559,7656,4,1,2410
1559,8318,5,1,2446
1559,8847,6,1,2307
1560,8248,4,1,2418
1560,8744,5,1,2417
1560,9627,6,1,2418
1561,7407,5,1,2367
1561,7706,6,1,2367
1561,8287,7,1,2367
1561,9160,8,1,2367
1562,6836,5,1,2366
1562,8308,6,1,2366
1562,9188,7,1,2366
1563,7361,4,1,2552
1563,8560,5,1,2552
1563,9436,6,1,2552
1564,7720,4,1,2602
1564,8392,5,1,2602
1564,8935,6,1,2507
1565,8478,4,1,2670
1565,9309,5,1,2670
1566,7913,4,1,2606
1566,8659,5,1,2606
1566,9533,6,1,2606
1567,7577,4,1,2594
1567,8516,5,1,2594
1567,9409,6,1,2594
1568,7654,4,1,2655
1568,8645,5,1,2655
1568,9187,6,1,2555
1569,8542,4,1,2652
1569,9240,5,1,2652
1569,9923,6,1,2652
1572,8565,4,1,2565
1572,9181,5,1,2565
1572,9445,6,1,2473
1573,8112,4,1,2610
1573,9054,5,1,2610
1574,8989,4,1,2598
1574,9081,5,1,2611
1574,9666,6,1,2611
1574,12682,13,1,2611
1575,6984,3,1,2593
1575,8948,4,1,2607
1575,9621,5,1,2607
1576,7688,3,1,2644
1576,8904,4,1,2644
1576,9588,5,1,2644
1577,8474,4,1,2673
1577,9109,5,1,2673
1577,9796,6,1,2673
1578,7258,5,1,2656
1578,8968,6,1,2657
1578,9642,7,1,2657
1579,8458,4,1,2537
1579,9029,5,1,2537
1579,9749,6,1,2537
1579,13701,13,1,2537
1580,8335,4,1,2454
1580,9129,5,1,2454
1580,9459,6,1,2377
1581,8432,4,1,2391
1581,9132,5,1,2391
1581,9442,6,1,2321
1582,8453,4,1,2430
1582,9236,5,1,2430
1582,9222,6,1,2314
1582,9932,7,1,2430
1583,9202,4,1,2370
1583,9619,5,1,2302
1584,7874,5,1,2452
1584,9053,6,1,2452
1584,9467,7,1,2361
1585,8170,5,1,2422
1585,9051,6,1,2422
1585,9497,7,1,2354
1586,7497,4,1,2352
1586,8871,5,1,2352
1586,9370,6,1,2287
1587,7511,4,1,2388
1587,8772,5,1,2388
1587,9235,6,1,2324
1587,12428,10,1,2388
1588,7760,3,1,2356
1588,8986,4,1,2356
1588,9493,5,1,2295
1588,12722,11,1,2356
1589,8737,4,1,2393
1589,9080,5,1,2393
1589,9578,6,1,2340
1590,7370,4,1,2334
1590,9029,5,1,2355
1590,9566,6,1,2293
1591,8553,4,1,2364
1591,9230,5,1,2370
1591,9648,6,1,2316
1592,7860,4,1,2364
1592,9173,5,1,2364
1592,10117,6,1,2364
1593,6493,4,1,2301
1593,9212,5,1,2326
1593,9839,6,1,2260
1595,7588,4,1,2334
1595,9312,5,1,2334
1595,9902,6,1,2272
1596,9309,4,1,2346
1596,9908,5,1,2279
1597,7977,4,1,2334
1597,9418,5,1,2334
1597,10226,6,1,2334
1598,7316,4,1,2337
1598,9326,5,1,2337
1598,10170,6,1,2337
1599,9331,4,1,2340
1599,10246,5,1,2340
1599,11711,6,1,2340
1600,575,1,1,462
1601,455,1,1,426
1602,486,2,1,460
1602,564,3,1,538
1603,1014,1,1,674
1605,419,1,1,299
1608,562,1,3,562
1608,1782,2,1,794
1609,1449,3,1,746
1610,1549,1,1,760
1611,1652,1,1,847
1612,1861,5,1,645
1613,2287,2,2,988
1613,2238,3,2,988
1613,1962,4,1,643
1614,2200,1,1,700
1615,1159,1,2,876
1616,2354,1,2,942
1616,2397,2,1,556
1616,2752,3,1,556
1617,2514,1,1,493
1618,1717,1,2,1070
1618,2464,2,1,582
1619,2684,2,1,647
1620,2123,1,2,1228
1620,2572,2,1,498
1621,2836,2,1,834
1622,2834,1,1,703
1624,2916,1,1,928
1625,2375,1,2,1421
1625,3541,2,2,1421
1625,2883,3,1,983
1626,1933,1,2,1026
1626,3246,2,2,1026
1626,2759,3,1,748
1626,2600,9,1,716
1628,2494,1,2,941
1628,2454,2,1,499
1629,2503,1,2,1163
1629,2371,4,1,463
1630,2436,1,2,841
1630,3231,2,2,841
1630,2810,5,1,684
1630,3195,6,1,774
1631,2705,1,2,1195
1631,3554,4,1,1214
1632,2595,1,2,1169
1632,2548,2,2,1169
1632,3596,5,1,1330
1633,4266,3,1,1283
1634,2770,1,2,742
1634,3899,3,1,1341
1635,4148,3,1,1408
1635,4931,4,1,1673
1636,2636,1,2,1064
1636,4200,2,1,1190
1637,3174,1,2,1291
1637,4086,3,1,1678
1637,4706,4,1,1847
1638,3057,1,2,1212
1638,5752,2,2,35
1638,3777,3,1,1502
1638,4666,4,1,1507
1638,560,8,2,531
1639,2960,1,2,1302
1639,3831,3,1,1150
1639,4469,4,1,1150
1639,68,6,2,68
1639,5027,8,1,1150
1640,3231,1,2,1299
1640,3377,2,2,1299
1640,5481,3,2,51
1640,4037,4,1,974
1640,157,8,2,157
1640,5302,10,1,974
1641,3426,1,2,1256
1641,3765,2,2,1256
1641,4098,4,1,1209
1641,1054,7,2,785
1642,3517,3,2,888
1642,4100,5,1,870
1642,4807,6,1,870
1642,1183,9,2,494
1643,3487,1,2,888
1643,4533,3,1,861
1643,5547,4,1,861
1644,4002,1,2,909
1644,3186,2,2,909
1644,3338,3,2,909
1644,7345,4,2,124
1644,5037,5,1,1293
1644,5686,6,1,1293
1644,1774,9,2,656
1645,6994,1,1,790
1645,4148,2,2,928
1645,3376,3,2,928
1645,889,4,2,362
1645,7027,5,2,136
1645,4917,6,1,790
1646,3305,1,2,1130
1646,3785,2,2,1130
1646,1038,3,2,403
1646,7910,4,2,196
1646,4628,5,1,1017
1647,2884,1,2,970
1647,3202,2,2,970
1647,1126,3,2,317
1647,7420,4,2,92
1647,4703,5,1,839
1648,2344,1,2,542
1648,7055,2,2,247
1648,5215,3,1,762
1649,4643,3,2,1308
1649,5218,4,2,1308
1649,7635,5,2,695
1649,5049,6,1,834
1649,3808,10,2,1106
1650,4329,3,2,880
1650,4358,4,2,880
1650,4854,5,2,880
1650,6991,6,2,331
1650,5602,7,1,626
1650,6101,8,1,626
1650,3678,11,2,800
1651,4640,1,2,1061
1651,5163,2,2,1061
1651,6272,3,2,335
1651,3836,6,2,992
1652,4488,3,2,1266
1652,4911,4,2,1266
1652,4134,5,2,1245
1652,6222,6,2,326
1652,5110,9,1,605
1653,4266,2,1,1049
1653,4326,3,1,1049
1653,4428,4,1,1049
1653,4717,5,1,1049
1653,4832,6,1,1049
1653,3734,7,1,1049
1654,3605,1,1,1421
1654,3669,2,1,1421
1654,3902,3,1,1421
1654,3594,4,1,1421
1654,3734,7,1,1421
1655,3571,1,1,1299
1655,3849,2,1,1299
1655,3585,3,1,1299
1656,5887,1,1,1368
1656,4950,2,1,1368
1656,5083,3,1,1368
1656,4893,4,1,1368
1657,3863,1,1,1227
1657,3984,2,1,1227
1657,4248,3,1,1227
1657,4008,6,1,1227
1658,3740,1,1,1081
1658,4182,2,1,1081
1658,3881,5,1,1081
1659,3501,1,1,1140
1659,3118,2,1,1140
1659,3395,3,1,1140
1659,3418,4,1,1140
1659,2992,7,1,1140
1659,3195,8,1,1140
1660,3839,1,1,975
1660,2636,3,1,975
1660,3105,4,1,975
1660,2905,8,1,975
1661,2614,1,1,967
1661,3026,2,1,967
1661,2888,7,1,967
1662,4049,1,1,687
1662,2832,2,1,687
1662,2959,3,1,687
